"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
87338,FALSE,NA,83,"T","F","N",2,"35",644000,477000,3,15,19,27,31,26200,1900,300,970
87353,FALSE,NA,NA,"R","F","U",7,"51",4e+05,311000,0,19,9,3,8,3500,2000,500,1167
87359,FALSE,NA,NA,"R","F","H",5,"43",438000,256000,0,20,19,11,29,12300,2500,300,1118
87395,TRUE,2000,80,"R","U","U",6,"42",842000,264000,1,18,19,10,23,15100,2100,500,1510
87397,FALSE,NA,58,"R","F","H",4,"49",718000,206000,2,22,18,11,25,12030,1800,730,1094
87401,FALSE,NA,NA,"R","F","U",NA,"42",697000,262000,0,15,19,18,31,8900,700,300,494
87405,FALSE,NA,NA,"R","F","U",5,"44",666000,179000,0,26,13,2,10,2000,1500,500,1000
87407,FALSE,NA,NA,"R","F","N",2,"42",626000,204000,0,20,17,1,6,2500,2500,2500,2500
87417,FALSE,NA,47,"R","F","U",2,"43",619000,236000,0,27,16,20,23,34300,2500,500,1715
87431,FALSE,NA,59,"R","F","U",3,"46",692000,271000,0,18,16,20,30,11300,800,500,565
87459,TRUE,400,NA,"C","F","U",2,"25",446000,184000,0,18,15,9,13,2900,500,200,322
87471,TRUE,1500,57,"C","F","U",2,"30",522000,161000,0,15,15,9,15,5700,1500,300,633
87485,FALSE,NA,68,"C","F","U",1,"25",758000,266000,0,18,19,12,32,12700,3000,500,1058
87490,FALSE,NA,60,"T","F","U",2,"39",623000,204000,18,15,15,2,5,2600,2000,600,1300
87491,FALSE,NA,41,"R","M","H",6,"49",563000,225000,0,17,14,1,5,1500,1500,1500,1500
87505,TRUE,800,76,"C","F","N",1,"30",375000,2e+05,0,18,12,18,24,15100,1300,300,839
87508,TRUE,900,45,"R","F","U",5,"49",621000,214000,0,19,20,19,32,11900,1000,200,626
87533,TRUE,500,73,"R","F","N",2,"42",747000,289000,0,15,17,8,22,9300,1500,1000,1163
87538,TRUE,1000,NA,"R","F","U",NA,"45",561000,189000,0,15,18,3,8,2500,1000,500,833
87541,TRUE,500,52,"R","F","U",3,"44",466000,211000,0,25,17,8,17,4500,1500,200,563
87553,FALSE,NA,68,"R","M","U",7,"48",593000,174000,0,16,18,5,10,3400,800,500,680
87572,FALSE,NA,NA,"R","M","U",2,"53",277000,135000,0,23,18,12,18,5700,700,300,475
87573,FALSE,NA,NA,"R","U","U",NA,"53",277000,135000,0,18,10,14,27,12300,1500,500,879
87584,FALSE,NA,66,"T","F","U",1,"36",652000,298000,0,15,18,3,8,3200,1200,1000,1067
87605,FALSE,NA,45,"R","F","H",7,"43",594000,213000,0,26,13,2,11,2500,2000,500,1250
87612,FALSE,NA,79,"R","M","U",1,"49",538000,186000,0,26,6,2,7,3000,1500,1500,1500
87621,FALSE,NA,NA,"R","M","H",4,"49",666000,218000,4,18,15,13,29,8300,1300,300,638
87626,FALSE,NA,74,"R","M","H",1,"43",482000,199000,0,17,18,3,15,4400,1800,1000,1467
87632,FALSE,NA,85,"R","F","H",4,"46",601000,189000,0,18,13,13,16,9900,1000,300,762
87655,FALSE,NA,77,"T","M","H",3,"36",585000,227000,3,15,19,9,20,5200,1000,300,578
87676,FALSE,NA,63,"R","F","H",5,"46",688000,248000,0,16,17,10,25,5400,1000,200,540
87680,TRUE,1200,NA,"R","F","U",1,"46",828000,236000,2,18,15,23,31,18500,1200,200,804
87693,FALSE,NA,71,"R","F","N",3,"49",583000,253000,0,16,21,15,26,29000,3000,1000,1933
87695,FALSE,NA,47,"R","M","U",4,"43",491000,2e+05,0,21,18,3,10,3700,1500,1000,1233
87706,TRUE,1200,65,"T","M","U",2,"36",434000,211000,8,18,18,5,11,5700,1300,900,1140
87719,FALSE,NA,NA,"R","F","U",5,"51",483000,217000,1,18,19,21,32,13400,1200,300,638
87721,FALSE,NA,53,"R","M","H",2,"49",858000,299000,0,19,19,4,15,7500,2500,500,1875
87737,FALSE,NA,55,"T","F","H",5,"40",983000,422000,3,18,18,6,10,3600,700,500,600
87748,FALSE,NA,50,"T","M","U",5,"38",1111000,243000,0,16,17,13,29,7300,1000,300,562
87749,FALSE,NA,63,"R","M","H",4,"42",778000,257000,18,19,17,24,34,17700,1000,500,738
87758,FALSE,NA,45,"U","F","H",5,"2",1571000,661000,0,23,14,1,6,2500,2500,2500,2500
87763,FALSE,NA,NA,"C","U","N",3,"24",1347000,490000,0,15,17,4,9,2200,1000,200,550
87767,FALSE,NA,17,"U","M","U",2,"3",1897000,406000,1,15,18,13,16,6600,700,400,508
87771,TRUE,2000,33,"U","F","H",5,"2",1667000,541000,0,19,19,6,17,8000,2000,500,1333
87775,TRUE,2000,48,"U","F","H",5,"2",1554000,615000,0,24,17,4,16,5800,2000,1000,1450
87781,FALSE,NA,41,"U","M","U",NA,"2",2345000,696000,0,26,16,14,23,22600,2500,500,1614
87871,FALSE,NA,76,"S","M","H",3,"11",1217000,428000,1,24,17,11,25,18200,2500,300,1655
87888,FALSE,NA,NA,"U","M","U",NA,"5",1223000,508000,0,18,19,2,8,3000,2000,1000,1500
87889,FALSE,NA,75,"U","F","H",4,"5",449000,240000,0,21,14,2,9,3000,2000,1000,1500
87904,TRUE,2100,65,"U","M","U",NA,"5",1141000,453000,0,18,19,13,29,11200,1500,300,862
87917,FALSE,NA,NA,"C","F","U",NA,"24",3780000,1107000,0,21,19,2,11,5500,3000,2500,2750
87939,TRUE,3000,7,"S","M","U",NA,"14",5294000,1035000,0,18,19,7,22,9100,2500,300,1300
87944,FALSE,NA,55,"S","M","H",7,"14",2695000,761000,0,24,13,7,24,8100,1700,500,1157
87947,FALSE,NA,85,"C","F","H",7,"24",2864000,821000,17,17,19,13,25,11900,1200,500,915
87962,FALSE,NA,NA,"T","M","U",2,"35",1783000,640000,0,15,20,15,28,24500,3100,300,1633
88002,FALSE,NA,51,"T","F","H",6,"34",1389000,481000,0,22,18,6,18,7000,1500,500,1167
88003,FALSE,NA,79,"S","F","U",NA,"12",1135000,495000,0,19,20,12,22,13500,1600,300,1125
88017,FALSE,NA,71,"T","M","H",3,"35",1103000,435000,2,21,20,6,19,8000,2500,500,1333
88024,FALSE,NA,17,"T","F","H",7,"35",1142000,460000,1,15,14,21,23,6800,700,200,324
88047,FALSE,NA,62,"S","U","U",NA,"14",870000,406000,0,18,19,6,23,8800,2100,1000,1467
88055,FALSE,NA,NA,"S","U","U",NA,"13",2074000,583000,0,26,13,12,28,17200,2500,500,1433
88056,TRUE,500,68,"S","F","H",3,"11",1355000,496000,4,17,19,15,24,5700,500,300,380
88064,FALSE,NA,NA,"S","M","U",2,"17",859000,279000,0,19,15,1,6,1500,1500,1500,1500
88067,FALSE,NA,NA,"S","M","U",NA,"15",4153000,891000,0,17,18,2,8,2000,1500,500,1000
88092,FALSE,NA,48,"S","M","H",6,"18",1088000,405000,0,20,14,3,14,5500,2000,1500,1833
88097,FALSE,NA,71,"S","M","N",3,"12",1327000,540000,2,17,18,6,14,4900,1200,500,817
88109,FALSE,NA,85,"S","F","H",2,"13",1165000,391000,21,18,20,12,23,16200,2500,300,1350
88113,FALSE,NA,78,"S","M","H",5,"17",1359000,302000,0,24,17,12,27,17500,2000,1000,1458
88115,FALSE,NA,37,"S","F","H",6,"17",1161000,466000,0,16,17,27,29,10200,1000,200,378
88116,FALSE,NA,85,"C","F","H",5,"22",2552000,869000,1,16,18,19,30,12700,1000,500,668
88119,TRUE,1000,67,"S","F","H",2,"13",1165000,391000,4,16,20,15,33,10500,1100,500,700
88136,FALSE,NA,71,"S","F","H",2,"20",1380000,385000,0,17,19,11,16,10400,1200,500,945
88137,FALSE,NA,73,"S","M","H",4,"20",1168000,387000,0,19,17,5,13,5300,1500,500,1060
88145,FALSE,NA,53,"S","F","H",4,"20",1527000,317000,0,22,18,7,22,8000,1500,500,1143
88151,FALSE,NA,63,"S","M","H",5,"18",1161000,466000,3,16,20,14,30,16200,1600,1000,1157
88153,TRUE,1300,49,"S","F","H",7,"20",1380000,385000,1,24,9,16,27,12900,1300,500,806
88159,FALSE,NA,35,"C","M","H",5,"31",734000,253000,0,16,17,4,10,4000,1000,1000,1000
88162,FALSE,NA,57,"C","M","H",3,"25",805000,317000,0,15,17,7,17,8700,2000,500,1243
88189,TRUE,2500,80,"S","M","H",6,"13",1846000,550000,12,17,14,1,5,1500,1500,1500,1500
88196,FALSE,NA,42,"S","F","U",NA,"14",1906000,622000,0,19,19,2,9,3500,2500,1000,1750
88198,FALSE,NA,40,"S","F","H",7,"12",1712000,508000,23,16,19,3,11,4000,2000,1000,1333
88206,FALSE,NA,NA,"S","F","H",4,"13",1390000,491000,10,17,19,6,15,11000,2000,1000,1833
88210,FALSE,NA,NA,"S","M","U",NA,"14",1831000,636000,0,26,15,6,18,8200,2000,1000,1367
88213,TRUE,2000,76,"S","M","H",7,"14",3157000,1012000,1,26,14,4,16,6500,2500,1000,1625
88222,FALSE,NA,63,"S","M","H",4,"13",1846000,550000,1,18,20,11,26,14200,2500,500,1291
88226,FALSE,NA,74,"S","U","H",7,"13",2189000,367000,5,18,19,9,26,16000,2500,1000,1778
88233,FALSE,NA,17,"S","F","H",5,"12",1648000,360000,0,15,12,19,29,15800,1300,300,832
88238,FALSE,NA,61,"T","M","H",5,"35",1033000,519000,1,17,16,1,6,2500,2500,2500,2500
88273,FALSE,NA,44,"T","F","H",6,"34",1073000,550000,7,24,18,1,9,5000,5000,5000,5000
88275,FALSE,NA,45,"S","U","U",7,"12",1131000,476000,0,15,16,4,9,2500,1000,500,625
88277,FALSE,NA,27,"S","F","H",5,"11",1566000,488000,0,17,14,2,9,2500,1500,1000,1250
88279,FALSE,NA,40,"T","M","H",7,"35",1315000,449000,0,19,19,4,16,7100,2500,1000,1775
88322,FALSE,NA,65,"C","M","U",6,"22",1463000,546000,0,21,18,3,11,4500,1500,1500,1500
88329,FALSE,NA,51,"S","M","H",6,"14",2264000,689000,0,16,20,7,20,7200,1800,300,1029
88347,FALSE,NA,85,"S","M","U",5,"11",1494000,337000,1,17,15,8,21,10500,1500,1000,1313
88351,FALSE,NA,41,"C","F","H",7,"24",1019000,366000,0,20,19,3,15,8000,3500,2000,2667
88353,FALSE,NA,83,"C","M","H",2,"27",732000,326000,9,16,18,11,19,6000,900,300,545
88359,FALSE,NA,77,"S","F","H",5,"13",4603000,901000,25,16,19,10,25,8500,1000,500,850
88361,FALSE,NA,54,"S","U","U",NA,"13",860000,441000,0,17,20,6,17,6600,1900,500,1100
88363,FALSE,NA,NA,"S","M","U",5,"13",2257000,580000,0,17,19,5,13,11000,2500,1000,2200
88386,FALSE,NA,77,"S","F","U",NA,"11",3024000,534000,0,22,15,10,20,12800,1600,500,1280
88399,FALSE,NA,33,"T","M","N",2,"35",1015000,428000,0,16,20,8,15,6000,1000,500,750
88405,FALSE,NA,NA,"C","U","H",5,"24",1091000,467000,0,22,19,7,21,25500,5000,2500,3643
88410,FALSE,NA,62,"T","F","N",3,"35",1015000,428000,0,18,19,10,29,14000,3000,500,1400
88417,FALSE,NA,43,"S","F","H",6,"14",2673000,761000,1,17,14,1,5,2000,2000,2000,2000
88424,FALSE,NA,57,"S","M","U",6,"12",1823000,656000,0,18,19,5,11,8700,2500,1000,1740
88434,FALSE,NA,47,"S","F","H",6,"14",1823000,656000,0,20,19,4,14,6000,2500,500,1500
88443,FALSE,NA,73,"S","F","U",5,"12",1085000,293000,41,18,19,9,24,19100,3000,600,2122
88450,FALSE,NA,44,"S","M","H",7,"14",2673000,761000,2,24,18,9,27,11500,3000,500,1278
88458,FALSE,NA,35,"S","M","H",5,"14",1542000,616000,0,16,15,15,28,13000,1200,300,867
88474,TRUE,500,NA,"S","M","H",4,"11",1401000,364000,1,16,17,12,22,11800,2300,300,983
88479,FALSE,NA,79,"S","M","H",5,"12",1695000,614000,16,18,19,7,21,8000,1600,500,1143
88486,FALSE,NA,67,"S","U","U",NA,"13",1681000,545000,0,15,20,12,21,24200,3500,600,2017
88489,TRUE,2500,67,"S","F","H",6,"14",1833000,594000,2,16,13,11,26,18700,3000,1000,1700
88508,FALSE,NA,57,"T","M","H",5,"40",1014000,357000,0,19,20,13,17,11400,1000,500,877
88516,FALSE,NA,71,"T","F","N",3,"35",2360000,772000,0,18,19,6,23,8200,2000,1000,1367
88518,FALSE,NA,67,"T","M","U",NA,"38",925000,308000,0,17,18,23,23,7900,600,200,343
88535,TRUE,2600,68,"T","M","H",7,"35",2360000,772000,24,17,17,10,26,8400,2100,300,840
88537,TRUE,500,76,"T","M","H",6,"37",873000,211000,5,16,16,23,26,7300,500,200,317
88542,FALSE,NA,NA,"T","M","U",5,"35",1032000,344000,0,17,19,4,17,6500,2500,500,1625
88547,FALSE,NA,43,"S","F","H",7,"13",1452000,494000,3,16,15,1,5,1500,1500,1500,1500
88572,TRUE,1500,69,"U","F","U",7,"3",1897000,406000,1,17,13,1,5,1500,1500,1500,1500
88588,FALSE,NA,68,"S","F","H",3,"12",1633000,569000,17,19,18,4,10,2800,1000,300,700
88596,TRUE,1400,6,"U","F","H",5,"3",1897000,406000,9,16,17,4,13,4000,1500,500,1000
88609,FALSE,NA,65,"U","F","U",NA,"2",1624000,567000,0,17,19,16,25,11300,1000,300,706
88610,FALSE,NA,64,"U","F","U",NA,"1",1102000,256000,0,16,20,10,24,12100,1900,500,1210
88627,FALSE,NA,42,"S","M","H",4,"13",1429000,417000,1,16,16,17,27,6600,500,300,388
88635,FALSE,NA,35,"S","M","N",3,"12",1169000,442000,0,22,18,5,14,4800,2000,500,960
88638,FALSE,NA,65,"S","M","H",7,"12",1304000,565000,3,18,18,7,15,6700,1200,500,957
88652,FALSE,NA,41,"S","F","U",7,"12",1240000,439000,0,17,19,7,21,8300,2500,500,1186
88662,TRUE,1200,67,"S","M","H",5,"18",1e+06,453000,24,15,20,22,32,19300,1800,300,877
88676,FALSE,NA,36,"S","F","H",4,"14",1668000,612000,5,16,20,8,22,11700,1800,1000,1463
88680,FALSE,NA,51,"S","F","H",7,"14",2106000,677000,0,17,15,1,5,1500,1500,1500,1500
88681,FALSE,NA,56,"S","F","H",7,"14",3494000,1196000,12,15,14,1,6,2000,2000,2000,2000
88690,FALSE,NA,NA,"S","M","U",6,"13",1565000,398000,0,24,18,3,14,4500,2500,500,1500
88709,TRUE,1500,71,"S","F","U",NA,"11",1569000,411000,0,26,15,9,23,8600,1600,300,956
88733,FALSE,NA,NA,"U","F","U",NA,"8",649000,278000,0,17,11,9,13,7000,1100,500,778
88735,TRUE,1000,70,"S","F","N",2,"18",617000,129000,9,21,18,25,29,14700,1000,300,588
88753,FALSE,NA,NA,"S","F","U",NA,"12",1195000,470000,0,17,18,3,11,5000,2000,1000,1667
88766,TRUE,1500,50,"S","M","H",7,"14",2549000,715000,7,17,19,7,17,7700,1500,500,1100
88771,FALSE,NA,37,"S","M","H",7,"14",2583000,764000,0,16,20,3,16,5500,2500,1000,1833
88777,FALSE,NA,NA,"S","F","U",3,"17",1223000,337000,0,16,22,8,23,40000,8500,1500,5000
88785,FALSE,NA,50,"S","M","H",7,"14",1893000,815000,2,24,15,7,22,9300,1800,500,1329
88792,FALSE,NA,48,"S","M","N",3,"14",1565000,702000,1,16,16,7,26,9600,2500,500,1371
88797,FALSE,NA,41,"S","F","U",NA,"12",1207000,454000,0,26,15,8,29,21000,3500,2000,2625
88802,TRUE,2500,66,"S","M","H",7,"13",1711000,479000,7,15,19,2,6,2600,1600,1000,1300
88807,FALSE,NA,61,"S","F","H",6,"11",1735000,481000,10,22,11,1,5,1500,1500,1500,1500
88822,FALSE,NA,NA,"S","F","U",NA,"13",2011000,582000,0,25,17,4,15,7000,2000,1000,1750
88825,FALSE,NA,86,"C","F","U",6,"23",2066000,391000,0,15,16,5,16,6100,1600,1000,1220
88827,FALSE,NA,71,"S","M","H",4,"12",1614000,409000,2,24,17,7,19,7200,1500,500,1029
88838,FALSE,NA,69,"S","M","H",7,"13",2096000,515000,15,17,19,4,19,9500,2500,2000,2375
88848,FALSE,NA,53,"C","F","H",2,"23",2066000,391000,0,17,19,7,27,13000,3500,1000,1857
88856,TRUE,400,62,"S","F","U",6,"13",2347000,615000,0,15,14,18,25,5500,500,200,306
88858,FALSE,NA,50,"S","M","H",5,"13",1763000,639000,1,21,19,22,33,10500,1500,300,477
88862,FALSE,NA,53,"S","F","H",7,"14",3368000,964000,0,24,10,1,6,2000,2000,2000,2000
88864,FALSE,NA,NA,"S","F","U",2,"13",3103000,805000,0,18,16,2,7,2500,2000,500,1250
88868,TRUE,800,73,"S","F","H",6,"13",2313000,502000,7,17,19,7,10,5200,1200,300,743
88886,TRUE,4000,43,"R","M","H",2,"44",962000,391000,0,18,19,3,17,10500,4000,2500,3500
88892,FALSE,NA,NA,"C","F","U",NA,"27",1203000,284000,0,15,9,1,3,1500,1500,1500,1500
88900,FALSE,NA,NA,"C","M","U",NA,"27",1877000,604000,0,15,19,8,16,7100,2500,300,888
88903,FALSE,NA,49,"C","U","H",4,"27",760000,448000,0,26,13,4,15,5200,1500,1000,1300
88917,FALSE,NA,53,"S","F","H",4,"12",1043000,423000,0,17,15,1,5,2000,2000,2000,2000
88920,TRUE,2500,42,"S","F","H",6,"15",1364000,451000,7,21,16,1,7,2500,2500,2500,2500
88953,FALSE,NA,60,"C","F","H",5,"23",1384000,378000,6,17,14,1,5,1500,1500,1500,1500
88954,FALSE,NA,40,"S","M","H",6,"11",1216000,336000,0,20,11,1,5,1500,1500,1500,1500
88956,FALSE,NA,53,"S","F","H",5,"13",1438000,557000,0,15,17,2,7,3600,2100,1500,1800
88986,FALSE,NA,NA,"U","M","U",NA,"2",1762000,598000,0,18,16,53,32,13000,500,100,245
89007,FALSE,NA,81,"S","F","H",4,"17",1327000,481000,6,18,12,13,20,23100,5000,1000,1777
89017,FALSE,NA,63,"T","F","H",5,"40",1823000,656000,0,26,14,22,30,17700,1500,500,805
89026,FALSE,NA,65,"S","M","H",6,"16",861000,324000,1,21,19,2,11,7500,5000,2500,3750
89030,TRUE,1100,72,"U","F","H",5,"8",539000,268000,2,17,19,8,14,4500,1000,300,563
89033,FALSE,NA,NA,"S","M","U",NA,"19",671000,356000,0,16,20,7,14,22700,5000,500,3243
89036,TRUE,3000,72,"S","F","U",5,"20",1892000,608000,1,16,19,10,19,9500,1200,500,950
89039,FALSE,NA,53,"U","F","H",4,"8",595000,258000,5,25,13,2,12,4000,2000,2000,2000
89071,FALSE,NA,67,"S","U","N",1,"20",825000,334000,0,20,14,1,5,2000,2000,2000,2000
89092,FALSE,NA,48,"T","M","H",5,"35",845000,403000,1,21,19,5,22,12900,3200,2000,2580
89100,FALSE,NA,35,"T","M","U",3,"39",1125000,328000,0,16,21,8,16,6800,1500,200,850
89107,FALSE,NA,51,"C","M","H",7,"23",1682000,444000,3,16,19,4,15,5000,2000,500,1250
89113,FALSE,NA,63,"U","U","H",6,"2",1203000,4e+05,1,15,20,21,17,15000,1300,300,714
89122,FALSE,NA,41,"S","F","U",NA,"14",1835000,588000,0,20,15,3,17,4500,1500,1500,1500
89129,FALSE,NA,74,"S","M","U",5,"14",1806000,679000,0,18,15,12,27,12200,1500,500,1017
89134,FALSE,NA,NA,"S","M","U",4,"15",1148000,495000,0,15,15,1,6,2000,2000,2000,2000
89174,TRUE,2000,17,"S","M","H",6,"13",5324000,1159000,15,24,18,4,19,8900,2700,1000,2225
89176,FALSE,NA,35,"S","M","H",7,"13",3637000,1024000,1,17,19,5,22,8000,3000,500,1600
89186,FALSE,NA,52,"S","F","H",7,"13",5709000,1151000,1,19,18,2,9,3000,2000,1000,1500
89195,FALSE,NA,NA,"S","M","H",7,"13",2558000,729000,20,18,19,7,18,7500,2500,500,1071
89209,TRUE,600,50,"S","M","N",1,"18",1003000,483000,0,16,18,20,28,12500,1000,300,625
89210,TRUE,2500,59,"S","U","U",NA,"18",493000,188000,0,18,21,11,30,49200,6000,1500,4473
89227,FALSE,NA,NA,"T","M","N",3,"40",1151000,303000,0,18,18,3,12,6500,3500,1000,2167
89228,FALSE,NA,44,"T","M","H",5,"40",869000,428000,7,17,14,2,9,3000,2000,1000,1500
89262,FALSE,NA,69,"S","F","H",4,"18",662000,239000,3,19,18,11,19,5500,500,500,500
89274,FALSE,NA,43,"S","F","H",5,"18",938000,501000,0,15,17,2,6,3100,2500,600,1550
89278,FALSE,NA,NA,"S","M","U",NA,"12",1594000,569000,0,18,19,3,10,4200,2000,1000,1400
89288,TRUE,1500,44,"S","F","H",6,"18",1243000,414000,0,24,14,5,18,5200,1700,300,1040
89293,FALSE,NA,33,"S","U","H",6,"12",1513000,555000,2,20,15,11,19,12000,1500,500,1091
89318,FALSE,NA,55,"S","F","U",NA,"18",998000,481000,0,16,21,9,19,9600,2000,500,1067
89326,FALSE,NA,55,"S","F","U",NA,"12",767000,382000,0,16,17,13,24,9400,1500,500,723
89334,FALSE,NA,51,"C","M","U",NA,"27",920000,441000,0,21,11,1,5,1500,1500,1500,1500
89335,FALSE,NA,40,"S","F","H",6,"18",797000,371000,1,21,16,1,7,2500,2500,2500,2500
89341,FALSE,NA,NA,"S","U","H",4,"12",970000,481000,0,19,14,2,9,3000,2000,1000,1500
89354,FALSE,NA,36,"S","F","U",NA,"15",985000,413000,0,24,17,2,14,4500,2500,2000,2250
89358,TRUE,2000,59,"C","M","H",4,"27",732000,409000,0,18,18,3,13,3500,2000,500,1167
89364,FALSE,NA,52,"C","F","H",7,"27",920000,421000,3,26,11,2,11,3500,2000,1500,1750
89367,TRUE,300,30,"S","M","U",NA,"12",1209000,466000,0,18,20,16,19,5150,500,150,322
89397,FALSE,NA,81,"S","M","H",4,"18",1057000,383000,31,17,8,6,14,10300,2500,500,1717
89409,FALSE,NA,36,"S","F","H",4,"18",713000,385000,6,16,17,1,6,2000,2000,2000,2000
89421,FALSE,NA,58,"S","U","H",5,"19",783000,366000,0,24,10,1,6,1500,1500,1500,1500
89439,FALSE,NA,NA,"S","F","H",7,"12",1165000,511000,0,16,16,3,10,4800,2000,1300,1600
89451,FALSE,NA,58,"S","F","H",5,"12",898000,438000,0,17,19,36,32,21700,900,300,603
89452,FALSE,NA,57,"S","M","H",4,"12",1059000,478000,0,18,17,16,31,13600,1200,500,850
89460,FALSE,NA,83,"S","F","N",2,"11",989000,404000,0,21,14,2,7,2400,1900,500,1200
89478,FALSE,NA,39,"S","F","H",7,"11",1387000,426000,1,18,20,39,34,47200,3500,300,1210
89487,FALSE,NA,71,"C","F","N",2,"30",859000,198000,23,17,14,2,5,1800,1500,300,900
89500,TRUE,1000,64,"S","F","H",4,"21",1250000,218000,2,26,13,20,30,17300,1500,500,865
89512,FALSE,NA,39,"C","M","U",2,"25",810000,254000,0,15,11,1,4,2000,2000,2000,2000
89516,FALSE,NA,NA,"C","U","U",NA,"24",1101000,516000,0,16,17,9,12,7500,1000,500,833
89528,TRUE,1100,67,"C","F","H",2,"27",633000,275000,0,18,19,11,20,8400,1000,500,764
89543,FALSE,NA,57,"C","F","H",7,"24",1715000,460000,0,16,16,1,6,2000,2000,2000,2000
89546,FALSE,NA,37,"C","F","H",6,"27",2160000,566000,10,18,14,1,5,1500,1500,1500,1500
89572,FALSE,NA,45,"C","M","H",4,"27",1261000,289000,0,16,15,1,5,1500,1500,1500,1500
89581,FALSE,NA,39,"C","F","H",7,"30",758000,258000,0,22,14,2,9,3000,2000,1000,1500
89586,FALSE,NA,47,"C","M","U",2,"31",875000,167000,0,15,22,12,14,16200,2000,600,1350
89592,FALSE,NA,84,"C","M","N",1,"30",805000,295000,0,18,20,12,22,21800,2900,1000,1817
89617,FALSE,NA,NA,"C","M","U",2,"26",1315000,328000,2,17,18,2,9,2000,1500,500,1000
89619,FALSE,NA,81,"C","F","U",1,"26",851000,146000,2,20,19,2,9,6000,4000,2000,3000
89626,FALSE,NA,66,"C","M","H",7,"26",1315000,328000,3,18,19,2,14,5000,2500,2500,2500
89628,FALSE,NA,78,"C","M","U",5,"26",1033000,519000,0,18,19,9,15,3800,600,200,422
89630,FALSE,NA,34,"C","F","U",NA,"25",827000,344000,0,17,14,3,11,3000,1500,500,1000
89642,TRUE,1500,NA,"C","F","U",NA,"24",854000,452000,0,25,13,6,21,5200,1500,300,867
89649,FALSE,NA,43,"S","F","U",3,"18",1025000,435000,0,18,13,25,24,20500,2500,500,820
89653,TRUE,300,80,"C","M","N",2,"26",1315000,328000,4,17,18,33,32,15900,700,100,482
89660,FALSE,NA,77,"C","F","H",2,"27",837000,295000,26,24,12,13,26,7755,2000,100,597
89675,FALSE,NA,62,"S","F","H",5,"12",1256000,5e+05,11,22,10,1,5,1500,1500,1500,1500
89677,TRUE,1500,59,"S","F","U",3,"11",1716000,367000,7,23,11,1,5,1500,1500,1500,1500
89680,TRUE,1500,55,"S","F","H",7,"13",1290000,515000,2,17,14,2,8,2000,1500,500,1000
89683,FALSE,NA,44,"S","M","H",5,"11",1340000,348000,13,18,19,3,12,4600,2000,1000,1533
89686,TRUE,2500,58,"S","M","U",NA,"14",3226000,716000,0,25,18,4,15,7500,2500,1000,1875
89692,FALSE,NA,30,"S","M","H",5,"18",1137000,511000,0,18,21,7,16,14200,3000,1000,2029
89693,FALSE,NA,33,"S","F","H",4,"13",1301000,504000,0,21,18,5,17,6200,1600,1000,1240
89696,FALSE,NA,38,"S","M","U",NA,"13",1768000,706000,0,24,19,7,20,10500,3000,1000,1500
89704,FALSE,NA,NA,"S","F","U",NA,"18",1276000,516000,0,21,19,14,25,17400,2500,500,1243
89716,FALSE,NA,87,"S","M","H",6,"12",1284000,467000,0,17,19,15,31,15700,1500,500,1047
89723,FALSE,NA,79,"S","U","U",NA,"13",1367000,491000,0,19,12,11,19,11100,1900,500,1009
89732,FALSE,NA,73,"U","F","H",6,"3",972000,320000,2,19,18,6,13,4300,1100,500,717
89734,FALSE,NA,38,"U","M","H",4,"3",924000,320000,2,20,19,5,17,5800,2000,300,1160
89738,FALSE,NA,53,"U","M","U",4,"4",1005000,251000,0,15,19,14,24,12900,1500,500,921
89750,FALSE,NA,43,"S","M","U",4,"18",948000,347000,0,18,14,1,5,1500,1500,1500,1500
89755,FALSE,NA,38,"S","F","H",5,"18",1068000,316000,1,16,20,4,10,2700,1000,500,675
89765,FALSE,NA,0,"S","M","U",2,"20",1083000,374000,0,21,19,8,19,8800,1800,500,1100
89767,FALSE,NA,77,"S","M","U",NA,"16",948000,347000,0,18,19,12,25,8200,1000,500,683
89768,TRUE,1100,NA,"S","M","U",1,"16",962000,327000,0,15,18,18,27,9200,700,300,511
89772,FALSE,NA,NA,"C","M","H",3,"27",1039000,385000,2,17,28,20,33,12300,1000,300,615
89778,FALSE,NA,63,"C","F","H",7,"24",1820000,658000,0,17,19,5,20,9200,2600,1000,1840
89802,FALSE,NA,50,"S","F","H",7,"12",1464000,510000,5,23,10,2,6,2300,2000,300,1150
89805,FALSE,NA,63,"S","M","H",5,"13",781000,260000,0,25,18,4,15,7300,2600,500,1825
89812,FALSE,NA,71,"S","F","H",4,"14",1564000,596000,6,18,19,11,25,40300,5000,2500,3664
89813,FALSE,NA,61,"S","U","U",NA,"11",1463000,423000,0,22,19,3,15,6200,3000,1500,2067
89815,FALSE,NA,69,"S","F","U",NA,"11",1556000,531000,0,15,18,12,21,8800,1100,500,733
89816,TRUE,2500,50,"S","M","H",7,"14",2e+06,760000,1,17,19,6,21,21000,5000,2500,3500
